geoid,name,intent,period,count_sup,rate,data_as_of,ttm_date_range
01,Alabama,All_Suicide,2019,804,16.4,2026-06-22T00:00:00.000,
01,Alabama,All_Suicide,2020,793,15.8,2026-06-22T00:00:00.000,
01,Alabama,All_Suicide,2021,827,16.4,2026-06-22T00:00:00.000,
01,Alabama,All_Suicide,2022,840,16.6,2026-06-22T00:00:00.000,
01,Alabama,All_Suicide,2023,869,17.0,2026-06-22T00:00:00.000,
01,Alabama,All_Suicide,2024,837,16.4,2026-06-22T00:00:00.000,
01,Alabama,All_Suicide,TTM,859,16.8,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
02,Alaska,All_Suicide,2019,210,28.7,2026-06-22T00:00:00.000,
02,Alaska,All_Suicide,2020,204,27.8,2026-06-22T00:00:00.000,
02,Alaska,All_Suicide,2021,220,29.9,2026-06-22T00:00:00.000,
02,Alaska,All_Suicide,2022,200,27.3,2026-06-22T00:00:00.000,
02,Alaska,All_Suicide,2023,206,28.1,2026-06-22T00:00:00.000,
02,Alaska,All_Suicide,2024,222,30.3,2026-06-22T00:00:00.000,
02,Alaska,All_Suicide,TTM,225,30.7,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
04,Arizona,All_Suicide,2019,1419,19.5,2026-06-22T00:00:00.000,
04,Arizona,All_Suicide,2021,1475,20.3,2026-06-22T00:00:00.000,
04,Arizona,All_Suicide,2022,1603,21.8,2026-06-22T00:00:00.000,
04,Arizona,All_Suicide,2023,1506,20.3,2026-06-22T00:00:00.000,
04,Arizona,All_Suicide,2024,1516,20.4,2026-06-22T00:00:00.000,
04,Arizona,All_Suicide,2020,1363,19.0,2026-06-22T00:00:00.000,
04,Arizona,All_Suicide,TTM,1530,20.6,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
05,Arkansas,All_Suicide,2019,548,18.2,2026-06-22T00:00:00.000,
05,Arkansas,All_Suicide,2020,583,19.3,2026-06-22T00:00:00.000,
05,Arkansas,All_Suicide,2021,618,20.4,2026-06-22T00:00:00.000,
05,Arkansas,All_Suicide,2022,547,18.0,2026-06-22T00:00:00.000,
05,Arkansas,All_Suicide,2023,626,20.4,2026-06-22T00:00:00.000,
05,Arkansas,All_Suicide,2024,592,19.3,2026-06-22T00:00:00.000,
05,Arkansas,All_Suicide,TTM,571,18.6,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
06,California,All_Suicide,2019,4436,11.2,2026-06-22T00:00:00.000,
06,California,All_Suicide,2020,4144,10.5,2026-06-22T00:00:00.000,
06,California,All_Suicide,2021,4148,10.6,2026-06-22T00:00:00.000,
06,California,All_Suicide,2022,4312,11.0,2026-06-22T00:00:00.000,
06,California,All_Suicide,2023,4200,10.8,2026-06-22T00:00:00.000,
06,California,All_Suicide,2024,4022,10.3,2026-06-22T00:00:00.000,
06,California,All_Suicide,TTM,3884,10.0,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
08,Colorado,All_Suicide,2019,1312,22.8,2026-06-22T00:00:00.000,
08,Colorado,All_Suicide,2020,1302,22.5,2026-06-22T00:00:00.000,
08,Colorado,All_Suicide,2021,1384,23.8,2026-06-22T00:00:00.000,
08,Colorado,All_Suicide,2022,1293,22.1,2026-06-22T00:00:00.000,
08,Colorado,All_Suicide,2023,1297,22.1,2026-06-22T00:00:00.000,
08,Colorado,All_Suicide,2024,1313,22.3,2026-06-22T00:00:00.000,
08,Colorado,All_Suicide,TTM,1311,22.3,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
09,Connecticut,All_Suicide,2019,435,12.2,2026-06-22T00:00:00.000,
09,Connecticut,All_Suicide,2020,364,10.2,2026-06-22T00:00:00.000,
09,Connecticut,All_Suicide,2021,401,11.1,2026-06-22T00:00:00.000,
09,Connecticut,All_Suicide,2022,398,11.0,2026-06-22T00:00:00.000,
09,Connecticut,All_Suicide,2023,356,9.8,2026-06-22T00:00:00.000,
09,Connecticut,All_Suicide,2024,394,10.9,2026-06-22T00:00:00.000,
09,Connecticut,All_Suicide,TTM,343,9.5,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
10,Delaware,All_Suicide,2019,111,11.4,2026-06-22T00:00:00.000,
10,Delaware,All_Suicide,2020,124,12.5,2026-06-22T00:00:00.000,
10,Delaware,All_Suicide,2021,137,13.6,2026-06-22T00:00:00.000,
10,Delaware,All_Suicide,2022,130,12.8,2026-06-22T00:00:00.000,
10,Delaware,All_Suicide,2023,144,14.0,2026-06-22T00:00:00.000,
10,Delaware,All_Suicide,2024,125,12.1,2026-06-22T00:00:00.000,
10,Delaware,All_Suicide,TTM,126,12.2,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
11,District of Columbia,All_Suicide,2019,44,6.2,2026-06-22T00:00:00.000,
11,District of Columbia,All_Suicide,2020,38,5.7,2026-06-22T00:00:00.000,
11,District of Columbia,All_Suicide,2021,46,6.9,2026-06-22T00:00:00.000,
11,District of Columbia,All_Suicide,2022,44,6.6,2026-06-22T00:00:00.000,
11,District of Columbia,All_Suicide,2023,41,6.0,2026-06-22T00:00:00.000,
11,District of Columbia,All_Suicide,2024,44,6.5,2026-06-22T00:00:00.000,
11,District of Columbia,All_Suicide,TTM,39,5.7,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
12,Florida,All_Suicide,2019,3465,16.1,2026-06-22T00:00:00.000,
12,Florida,All_Suicide,2020,3135,14.5,2026-06-22T00:00:00.000,
12,Florida,All_Suicide,2021,3351,15.3,2026-06-22T00:00:00.000,
12,Florida,All_Suicide,2022,3446,15.5,2026-06-22T00:00:00.000,
12,Florida,All_Suicide,2023,3620,16.0,2026-06-22T00:00:00.000,
12,Florida,All_Suicide,2024,3633,16.1,2026-06-22T00:00:00.000,
12,Florida,All_Suicide,TTM,3576,15.8,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
13,Georgia,All_Suicide,2019,1585,14.9,2026-06-22T00:00:00.000,
13,Georgia,All_Suicide,2020,1491,13.9,2026-06-22T00:00:00.000,
13,Georgia,All_Suicide,2021,1676,15.5,2026-06-22T00:00:00.000,
13,Georgia,All_Suicide,2022,1624,14.9,2026-06-22T00:00:00.000,
13,Georgia,All_Suicide,2023,1670,15.1,2026-06-22T00:00:00.000,
13,Georgia,All_Suicide,2024,1648,14.9,2026-06-22T00:00:00.000,
13,Georgia,All_Suicide,TTM,1659,15.0,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
15,Hawaii,All_Suicide,2019,224,15.8,2026-06-22T00:00:00.000,
15,Hawaii,All_Suicide,2020,184,12.7,2026-06-22T00:00:00.000,
15,Hawaii,All_Suicide,2021,202,14.0,2026-06-22T00:00:00.000,
15,Hawaii,All_Suicide,2022,246,17.1,2026-06-22T00:00:00.000,
15,Hawaii,All_Suicide,2023,223,15.5,2026-06-22T00:00:00.000,
15,Hawaii,All_Suicide,2024,200,13.9,2026-06-22T00:00:00.000,
15,Hawaii,All_Suicide,TTM,191,13.3,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
16,Idaho,All_Suicide,2019,365,20.4,2026-06-22T00:00:00.000,
16,Idaho,All_Suicide,2020,419,22.7,2026-06-22T00:00:00.000,
16,Idaho,All_Suicide,2021,387,20.3,2026-06-22T00:00:00.000,
16,Idaho,All_Suicide,2022,444,22.9,2026-06-22T00:00:00.000,
16,Idaho,All_Suicide,2023,460,23.4,2026-06-22T00:00:00.000,
16,Idaho,All_Suicide,2024,437,22.2,2026-06-22T00:00:00.000,
16,Idaho,All_Suicide,TTM,426,21.7,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
17,Illinois,All_Suicide,2019,1439,11.4,2026-06-22T00:00:00.000,
17,Illinois,All_Suicide,2020,1362,10.6,2026-06-22T00:00:00.000,
17,Illinois,All_Suicide,2021,1454,11.5,2026-06-22T00:00:00.000,
17,Illinois,All_Suicide,2022,1533,12.2,2026-06-22T00:00:00.000,
17,Illinois,All_Suicide,2023,1567,12.5,2026-06-22T00:00:00.000,
17,Illinois,All_Suicide,2024,1426,11.4,2026-06-22T00:00:00.000,
17,Illinois,All_Suicide,TTM,1478,11.8,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
18,Indiana,All_Suicide,2019,972,14.4,2026-06-22T00:00:00.000,
18,Indiana,All_Suicide,2020,1024,15.1,2026-06-22T00:00:00.000,
18,Indiana,All_Suicide,2021,1129,16.6,2026-06-22T00:00:00.000,
18,Indiana,All_Suicide,2022,1152,16.9,2026-06-22T00:00:00.000,
18,Indiana,All_Suicide,2023,1187,17.3,2026-06-22T00:00:00.000,
18,Indiana,All_Suicide,2024,1175,17.1,2026-06-22T00:00:00.000,
18,Indiana,All_Suicide,TTM,1113,16.2,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
19,Iowa,All_Suicide,2019,528,16.7,2026-06-22T00:00:00.000,
19,Iowa,All_Suicide,2020,552,17.3,2026-06-22T00:00:00.000,
19,Iowa,All_Suicide,2021,549,17.2,2026-06-22T00:00:00.000,
19,Iowa,All_Suicide,2022,590,18.4,2026-06-22T00:00:00.000,
19,Iowa,All_Suicide,2023,504,15.7,2026-06-22T00:00:00.000,
19,Iowa,All_Suicide,2024,548,17.1,2026-06-22T00:00:00.000,
19,Iowa,All_Suicide,TTM,557,17.4,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
20,Kansas,All_Suicide,2019,523,18.0,2026-06-22T00:00:00.000,
20,Kansas,All_Suicide,2020,531,18.1,2026-06-22T00:00:00.000,
20,Kansas,All_Suicide,2021,560,19.1,2026-06-22T00:00:00.000,
20,Kansas,All_Suicide,2022,596,20.3,2026-06-22T00:00:00.000,
20,Kansas,All_Suicide,2023,569,19.4,2026-06-22T00:00:00.000,
20,Kansas,All_Suicide,2024,527,17.9,2026-06-22T00:00:00.000,
20,Kansas,All_Suicide,TTM,545,18.5,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
21,Kentucky,All_Suicide,2019,756,16.9,2026-06-22T00:00:00.000,
21,Kentucky,All_Suicide,2020,801,17.8,2026-06-22T00:00:00.000,
21,Kentucky,All_Suicide,2021,816,18.1,2026-06-22T00:00:00.000,
21,Kentucky,All_Suicide,2022,823,18.2,2026-06-22T00:00:00.000,
21,Kentucky,All_Suicide,2023,813,18.0,2026-06-22T00:00:00.000,
21,Kentucky,All_Suicide,2024,844,18.6,2026-06-22T00:00:00.000,
21,Kentucky,All_Suicide,TTM,856,18.9,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
22,Louisiana,All_Suicide,2019,704,15.1,2026-06-22T00:00:00.000,
22,Louisiana,All_Suicide,2020,642,13.8,2026-06-22T00:00:00.000,
22,Louisiana,All_Suicide,2021,689,14.9,2026-06-22T00:00:00.000,
22,Louisiana,All_Suicide,2022,726,15.8,2026-06-22T00:00:00.000,
22,Louisiana,All_Suicide,2023,719,15.7,2026-06-22T00:00:00.000,
22,Louisiana,All_Suicide,2024,654,14.3,2026-06-22T00:00:00.000,
22,Louisiana,All_Suicide,TTM,681,14.9,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
23,Maine,All_Suicide,2019,276,20.5,2026-06-22T00:00:00.000,
23,Maine,All_Suicide,2020,234,17.1,2026-06-22T00:00:00.000,
23,Maine,All_Suicide,2021,277,20.1,2026-06-22T00:00:00.000,
23,Maine,All_Suicide,2022,268,19.3,2026-06-22T00:00:00.000,
23,Maine,All_Suicide,2023,274,19.6,2026-06-22T00:00:00.000,
23,Maine,All_Suicide,2024,285,20.4,2026-06-22T00:00:00.000,
23,Maine,All_Suicide,TTM,249,17.8,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
24,Maryland,All_Suicide,2019,657,10.9,2026-06-22T00:00:00.000,
24,Maryland,All_Suicide,2020,585,9.5,2026-06-22T00:00:00.000,
24,Maryland,All_Suicide,2021,620,10.0,2026-06-22T00:00:00.000,
24,Maryland,All_Suicide,2022,608,9.9,2026-06-22T00:00:00.000,
24,Maryland,All_Suicide,2023,599,9.7,2026-06-22T00:00:00.000,
24,Maryland,All_Suicide,2024,630,10.2,2026-06-22T00:00:00.000,
24,Maryland,All_Suicide,TTM,660,10.7,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
25,Massachusetts,All_Suicide,2019,647,9.4,2026-06-22T00:00:00.000,
25,Massachusetts,All_Suicide,2020,618,8.8,2026-06-22T00:00:00.000,
25,Massachusetts,All_Suicide,2021,604,8.6,2026-06-22T00:00:00.000,
25,Massachusetts,All_Suicide,2022,626,9.0,2026-06-22T00:00:00.000,
25,Massachusetts,All_Suicide,2023,658,9.4,2026-06-22T00:00:00.000,
25,Massachusetts,All_Suicide,2024,648,9.3,2026-06-22T00:00:00.000,
25,Massachusetts,All_Suicide,TTM,599,8.6,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
26,Michigan,All_Suicide,2019,1472,14.7,2026-06-22T00:00:00.000,
26,Michigan,All_Suicide,2020,1444,14.3,2026-06-22T00:00:00.000,
26,Michigan,All_Suicide,2021,1485,14.8,2026-06-22T00:00:00.000,
26,Michigan,All_Suicide,2022,1503,15.0,2026-06-22T00:00:00.000,
26,Michigan,All_Suicide,2023,1529,15.2,2026-06-22T00:00:00.000,
26,Michigan,All_Suicide,2024,1448,14.4,2026-06-22T00:00:00.000,
26,Michigan,All_Suicide,TTM,1415,14.1,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
27,Minnesota,All_Suicide,2019,830,14.7,2026-06-22T00:00:00.000,
27,Minnesota,All_Suicide,2020,758,13.3,2026-06-22T00:00:00.000,
27,Minnesota,All_Suicide,2021,808,14.1,2026-06-22T00:00:00.000,
27,Minnesota,All_Suicide,2022,860,15.0,2026-06-22T00:00:00.000,
27,Minnesota,All_Suicide,2023,812,14.2,2026-06-22T00:00:00.000,
27,Minnesota,All_Suicide,2024,818,14.3,2026-06-22T00:00:00.000,
27,Minnesota,All_Suicide,TTM,841,14.7,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
28,Mississippi,All_Suicide,2019,436,14.6,2026-06-22T00:00:00.000,
28,Mississippi,All_Suicide,2020,410,13.9,2026-06-22T00:00:00.000,
28,Mississippi,All_Suicide,2021,480,16.3,2026-06-22T00:00:00.000,
28,Mississippi,All_Suicide,2022,417,14.2,2026-06-22T00:00:00.000,
28,Mississippi,All_Suicide,2023,457,15.5,2026-06-22T00:00:00.000,
28,Mississippi,All_Suicide,2024,450,15.3,2026-06-22T00:00:00.000,
28,Mississippi,All_Suicide,TTM,477,16.2,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
29,Missouri,All_Suicide,2019,1141,18.6,2026-06-22T00:00:00.000,
29,Missouri,All_Suicide,2020,1125,18.3,2026-06-22T00:00:00.000,
29,Missouri,All_Suicide,2021,1177,19.1,2026-06-22T00:00:00.000,
29,Missouri,All_Suicide,2022,1219,19.7,2026-06-22T00:00:00.000,
29,Missouri,All_Suicide,2023,1143,18.4,2026-06-22T00:00:00.000,
29,Missouri,All_Suicide,2024,1152,18.6,2026-06-22T00:00:00.000,
29,Missouri,All_Suicide,TTM,1187,19.2,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
30,Montana,All_Suicide,2019,289,27.0,2026-06-22T00:00:00.000,
30,Montana,All_Suicide,2020,300,27.6,2026-06-22T00:00:00.000,
30,Montana,All_Suicide,2021,350,31.6,2026-06-22T00:00:00.000,
30,Montana,All_Suicide,2022,329,29.3,2026-06-22T00:00:00.000,
30,Montana,All_Suicide,2023,310,27.4,2026-06-22T00:00:00.000,
30,Montana,All_Suicide,2024,320,28.2,2026-06-22T00:00:00.000,
30,Montana,All_Suicide,TTM,344,30.4,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
31,Nebraska,All_Suicide,2019,309,16.0,2026-06-22T00:00:00.000,
31,Nebraska,All_Suicide,2020,283,14.4,2026-06-22T00:00:00.000,
31,Nebraska,All_Suicide,2021,288,14.7,2026-06-22T00:00:00.000,
31,Nebraska,All_Suicide,2022,306,15.5,2026-06-22T00:00:00.000,
31,Nebraska,All_Suicide,2023,284,14.4,2026-06-22T00:00:00.000,
31,Nebraska,All_Suicide,2024,297,15.0,2026-06-22T00:00:00.000,
31,Nebraska,All_Suicide,TTM,329,16.6,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
32,Nevada,All_Suicide,2019,642,20.8,2026-06-22T00:00:00.000,
32,Nevada,All_Suicide,2020,603,19.4,2026-06-22T00:00:00.000,
32,Nevada,All_Suicide,2021,691,22.0,2026-06-22T00:00:00.000,
32,Nevada,All_Suicide,2022,698,22.0,2026-06-22T00:00:00.000,
32,Nevada,All_Suicide,2023,690,21.6,2026-06-22T00:00:00.000,
32,Nevada,All_Suicide,2024,676,21.2,2026-06-22T00:00:00.000,
32,Nevada,All_Suicide,TTM,631,19.8,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
33,New Hampshire,All_Suicide,2019,255,18.8,2026-06-22T00:00:00.000,
33,New Hampshire,All_Suicide,2020,234,17.0,2026-06-22T00:00:00.000,
33,New Hampshire,All_Suicide,2021,223,16.1,2026-06-22T00:00:00.000,
33,New Hampshire,All_Suicide,2022,247,17.7,2026-06-22T00:00:00.000,
33,New Hampshire,All_Suicide,2023,221,15.8,2026-06-22T00:00:00.000,
33,New Hampshire,All_Suicide,2024,248,17.7,2026-06-22T00:00:00.000,
33,New Hampshire,All_Suicide,TTM,249,17.8,2026-06-22T00:00:00.000,"February, 2025 to January, 2026"
34,New Jersey,All_Suicide,2019,762,8.6,2026-06-22T00:00:00.000,
34,New Jersey,All_Suicide,2020,679,7.3,2026-06-22T00:00:00.000,
34,New Jersey,All_Suicide,2021,688,7.4,2026-06-22T00:00:00.000,
34,New Jersey,All_Suicide,2022,769,8.3,2026-06-22T00:00:00.000,
